Term,Stamm,Sprache,Zeitraum
പ്രതിസന്ധി,സന്ധി,Malayalam,1200 CE - present (disputed)
ഇഷ്ടിക,इष्टिका,Sanskrit,1500 BCE - present (liturgical/classical)
കർപ്പൂരം,कर्पूर,Sanskrit,1500 BCE - present (liturgical/classical)
മേഘസ്ഫോടനം,മേഘ,Malayalam,1200 CE - present (disputed)
മേഘസ്ഫോടനം,സ്ഫോടനം,Malayalam,1200 CE - present (disputed)
ഇരുപത്തൊന്ന്,ഇരു,Malayalam,1200 CE - present (disputed)
ഇരുപത്തൊന്ന്,പത്ത്,Malayalam,1200 CE - present (disputed)
ഇരുപത്തൊന്ന്,ഒന്ന്,Malayalam,1200 CE - present (disputed)
ഛാത്രൻ,छात्र,Sanskrit,1500 BCE - present (liturgical/classical)
മേഘ,मेघ,Sanskrit,1500 BCE - present (liturgical/classical)
ആദിത്യൻ,आदित्य,Sanskrit,1500 BCE - present (liturgical/classical)
വാമനൻ,वामन ,Sanskrit,1500 BCE - present (liturgical/classical)
പശുപതി,पशुपति,Sanskrit,1500 BCE - present (liturgical/classical)
വേട്ടക്കാരി,വേട്ട,Malayalam,1200 CE - present (disputed)
വേട്ടക്കാരി,-കാരി,Malayalam,1200 CE - present (disputed)
കണ്ടെത്തുക,കണ്ട്,Malayalam,1200 CE - present (disputed)
കണ്ടെത്തുക,എത്തുക,Malayalam,1200 CE - present (disputed)
കാരുണ്യം,कारुण्य,Sanskrit,1500 BCE - present (liturgical/classical)
അധഃപതിക്കുക,അധഃപതനം,Malayalam,1200 CE - present (disputed)
അധഃപതിക്കുക,-ക്കുക,Malayalam,1200 CE - present (disputed)
വെബ്സ്ഥാനം,web,Malayalam,1200 CE - present (disputed)
വെബ്സ്ഥാനം,സ്ഥാനം,Malayalam,1200 CE - present (disputed)
കൂട്ടക്ഷരം,കൂട്ട്,Malayalam,1200 CE - present (disputed)
കൂട്ടക്ഷരം,അക്ഷരം,Malayalam,1200 CE - present (disputed)
കൈയക്ഷരം,കൈ,Malayalam,1200 CE - present (disputed)
കൈയക്ഷരം,അക്ഷരം,Malayalam,1200 CE - present (disputed)
നിയമം,नियम,Sanskrit,1500 BCE - present (liturgical/classical)
ദ്രോഹിക്കുക,द्रोह,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രമാദം,प्रमाद,Sanskrit,1500 BCE - present (liturgical/classical)
നെറ്റിപ്പട്ടം,നെറ്റി,Malayalam,1200 CE - present (disputed)
നെറ്റിപ്പട്ടം,പട്ടം,Malayalam,1200 CE - present (disputed)
ശ്രദ്ധക്കുറവ്,ശ്രദ്ധ,Malayalam,1200 CE - present (disputed)
ശ്രദ്ധക്കുറവ്,കുറവ്,Malayalam,1200 CE - present (disputed)
ചൊല്ലുക,*col,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
കഥാപ്രസംഗം,കഥ,Malayalam,1200 CE - present (disputed)
കഥാപ്രസംഗം,പ്രസംഗം,Malayalam,1200 CE - present (disputed)
യോനി,योनि,Sanskrit,1500 BCE - present (liturgical/classical)
ഇരിപ്പിടം,ഇരിപ്പ്,Malayalam,1200 CE - present (disputed)
ഇരിപ്പിടം,ഇടം,Malayalam,1200 CE - present (disputed)
ജനം,जन,Sanskrit,1500 BCE - present (liturgical/classical)
അടിക്കടി,അടിക്ക്,Malayalam,1200 CE - present (disputed)
അടിക്കടി,അടി,Malayalam,1200 CE - present (disputed)
വീണ്ടും വീണ്ടും,വീണ്ടും ,Malayalam,1200 CE - present (disputed)
അവനവൻ,അവൻ,Malayalam,1200 CE - present (disputed)
യഥാർത്ഥ,यथार्थ,Sanskrit,1500 BCE - present (liturgical/classical)
വിമാനം,विमान,Sanskrit,1500 BCE - present (liturgical/classical)
വിസ്മയം,विस्मय,Sanskrit,1500 BCE - present (liturgical/classical)
കേടുപാട്,കേട്,Malayalam,1200 CE - present (disputed)
കേടുപാട്,പാട്,Malayalam,1200 CE - present (disputed)
ആദിത്യ,आदित्य,Sanskrit,1500 BCE - present (liturgical/classical)
തടവറ,തടവ്,Malayalam,1200 CE - present (disputed)
തടവറ,അറ,Malayalam,1200 CE - present (disputed)
തുറുങ്ക്,tronco,Portuguese,1516 CE - present
ഞാറ്,*ñāṯu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ബണ്ട്,bund,English,1550 CE - present
ഉപേക്ഷിക്കുക,उपेक्षा,Malayalam,1200 CE - present (disputed)
ഉപേക്ഷിക്കുക,-ക്കുക,Malayalam,1200 CE - present (disputed)
നാഡീകോശം,നാഡി,Malayalam,1200 CE - present (disputed)
നാഡീകോശം,കോശം,Malayalam,1200 CE - present (disputed)
നാഡി,नाडी,Sanskrit,1500 BCE - present (liturgical/classical)
പതനം,पतन,Sanskrit,1500 BCE - present (liturgical/classical)
വിമോചനം,विमोचन,Sanskrit,1500 BCE - present (liturgical/classical)
മുക്ത,मुक्त,Sanskrit,1500 BCE - present (liturgical/classical)
മുക്തി,मुक्ति,Sanskrit,1500 BCE - present (liturgical/classical)
ഊഷ്മള,ऊष्मल,Sanskrit,1500 BCE - present (liturgical/classical)
നിരവധി,निरवधि,Sanskrit,1500 BCE - present (liturgical/classical)
മധ്യം,मध्य,Sanskrit,1500 BCE - present (liturgical/classical)
കൂട്ടുകൂടുക,കൂട്ട്,Malayalam,1200 CE - present (disputed)
കൂട്ടുകൂടുക,കൂടുക,Malayalam,1200 CE - present (disputed)
ദൈർഘ്യം,दैर्घ्य,Sanskrit,1500 BCE - present (liturgical/classical)
വിജ്ഞാന,विज्ञान,Sanskrit,1500 BCE - present (liturgical/classical)
കഷ്ട,कष्ट,Sanskrit,1500 BCE - present (liturgical/classical)
കാരണമാകുക,കാരണം,Malayalam,1200 CE - present (disputed)
കാരണമാകുക,ആകുക,Malayalam,1200 CE - present (disputed)
സോഷ്യലിസം,socialism,English,1550 CE - present
കണ്ടൻപൂച്ച,കണ്ടൻ,Malayalam,1200 CE - present (disputed)
കണ്ടൻപൂച്ച,പൂച്ച,Malayalam,1200 CE - present (disputed)
ധ്യാനം,ध्यान ,Sanskrit,1500 BCE - present (liturgical/classical)
തലം,तल,Sanskrit,1500 BCE - present (liturgical/classical)
ദശലക്ഷം,ദശ,Malayalam,1200 CE - present (disputed)
ദശലക്ഷം,ലക്ഷം,Malayalam,1200 CE - present (disputed)
ത്വക്ക്,त्वच्,Sanskrit,1500 BCE - present (liturgical/classical)
ദശ,दश,Sanskrit,1500 BCE - present (liturgical/classical)
സംഗമം,संगम,Sanskrit,1500 BCE - present (liturgical/classical)
കണ്ടുപിടിക്കുക,കണ്ട്,Malayalam,1200 CE - present (disputed)
കണ്ടുപിടിക്കുക,പിടിക്കുക,Malayalam,1200 CE - present (disputed)
കാലഘട്ടം,കാല,Malayalam,1200 CE - present (disputed)
കാലഘട്ടം,ഘട്ടം,Malayalam,1200 CE - present (disputed)
പങ്കിടുക,പങ്ക്,Malayalam,1200 CE - present (disputed)
പങ്കിടുക,ഇടുക,Malayalam,1200 CE - present (disputed)
വഴികാട്ടി,വഴി,Malayalam,1200 CE - present (disputed)
വഴികാട്ടി,കാട്ടി,Malayalam,1200 CE - present (disputed)
ആണവോർജ്ജം,ആണവ,Malayalam,1200 CE - present (disputed)
ആണവോർജ്ജം,ഊർജ്ജം,Malayalam,1200 CE - present (disputed)
ഭിന്നസംഖ്യ,ഭിന്ന,Malayalam,1200 CE - present (disputed)
ഭിന്നസംഖ്യ,സംഖ്യ,Malayalam,1200 CE - present (disputed)
വിഭിന്നത,विभिन्नता,Sanskrit,1500 BCE - present (liturgical/classical)
ഭിന്നം,भिन्न,Sanskrit,1500 BCE - present (liturgical/classical)
ഭിന്ന,भिन्न,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രവഹിക്കുക,प्रवाह ,Sanskrit,1500 BCE - present (liturgical/classical)
ഹൃദയാഘാതം,ഹൃദയ,Malayalam,1200 CE - present (disputed)
ഹൃദയാഘാതം,ആഘാതം,Malayalam,1200 CE - present (disputed)
ഹൃദയസ്തംഭനം,ഹൃദയ,Malayalam,1200 CE - present (disputed)
ഹൃദയസ്തംഭനം,സ്തംഭനം,Malayalam,1200 CE - present (disputed)
പുകയില,പുക,Malayalam,1200 CE - present (disputed)
പുകയില,ഇല,Malayalam,1200 CE - present (disputed)
പുകവലി,പുക,Malayalam,1200 CE - present (disputed)
പുകവലി,വലി,Malayalam,1200 CE - present (disputed)
അനുസരിക്കുക,അനുസരണം,Malayalam,1200 CE - present (disputed)
അനുസരിക്കുക,-ക്കുക,Malayalam,1200 CE - present (disputed)
ജ്വലനം,ज्वलन,Sanskrit,1500 BCE - present (liturgical/classical)
വിഭാതം,विभात,Sanskrit,1500 BCE - present (liturgical/classical)
തീപ്പെട്ടി,തീ,Malayalam,1200 CE - present (disputed)
തീപ്പെട്ടി,പെട്ടി,Malayalam,1200 CE - present (disputed)
തീപ്പെട്ടിക്കൂട്,തീപ്പെട്ടി,Malayalam,1200 CE - present (disputed)
തീപ്പെട്ടിക്കൂട്,കൂട്,Malayalam,1200 CE - present (disputed)
പക്ഷിക്കൂട്,പക്ഷി,Malayalam,1200 CE - present (disputed)
പക്ഷിക്കൂട്,കൂട്,Malayalam,1200 CE - present (disputed)
നൂതനം,नूतन,Sanskrit,1500 BCE - present (liturgical/classical)
ജീവിതപങ്കാളി,ജീവിത,Malayalam,1200 CE - present (disputed)
ജീവിതപങ്കാളി,പങ്കാളി,Malayalam,1200 CE - present (disputed)
ജന്തുജന്യ,ജന്തു,Malayalam,1200 CE - present (disputed)
ജന്തുജന്യ,ജന്യ,Malayalam,1200 CE - present (disputed)
പകർച്ചവ്യാധി,പകർച്ച,Malayalam,1200 CE - present (disputed)
പകർച്ചവ്യാധി,വ്യാധി,Malayalam,1200 CE - present (disputed)
സാംക്രമികരോഗം,സാംക്രമിക,Malayalam,1200 CE - present (disputed)
സാംക്രമികരോഗം,രോഗം,Malayalam,1200 CE - present (disputed)
പടയാളി,പട,Malayalam,1200 CE - present (disputed)
പടയാളി,ആൾ,Malayalam,1200 CE - present (disputed)
മയിൽപ്പീലി,മയിൽ,Malayalam,1200 CE - present (disputed)
മയിൽപ്പീലി,പീലി,Malayalam,1200 CE - present (disputed)
വൈജ്ഞാനിക,वैज्ञानिक,Sanskrit,1500 BCE - present (liturgical/classical)
ലോഹനാശനം,ലോഹ,Malayalam,1200 CE - present (disputed)
ലോഹനാശനം,നാശനം,Malayalam,1200 CE - present (disputed)
ശ്രേണി,श्रेणी,Sanskrit,1500 BCE - present (liturgical/classical)
സംയോജിക,संयोजिक,Sanskrit,1500 BCE - present (liturgical/classical)
ബീജസംയോഗം,ബീജ,Malayalam,1200 CE - present (disputed)
ബീജസംയോഗം,സംയോഗം,Malayalam,1200 CE - present (disputed)
ബീജസങ്കലനം,ബീജ,Malayalam,1200 CE - present (disputed)
ബീജസങ്കലനം,സങ്കലനം,Malayalam,1200 CE - present (disputed)
ഉണ്ണുക,*ūṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മഴത്തുള്ളി,മഴ,Malayalam,1200 CE - present (disputed)
മഴത്തുള്ളി,തുള്ളി,Malayalam,1200 CE - present (disputed)
സാമൂഹികഭാഷാശാസ്ത്രം,സാമൂഹിക,Malayalam,1200 CE - present (disputed)
സാമൂഹികഭാഷാശാസ്ത്രം,ഭാഷാശാസ്ത്രം,Malayalam,1200 CE - present (disputed)
കലങ്ങുക,*kalanku,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
കലക്കുക,*kalankku,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
തീറ്റിക്കുക,*tiHn,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
പ്രേമലേഖനം,പ്രേമ,Malayalam,1200 CE - present (disputed)
പ്രേമലേഖനം,ലേഖനം,Malayalam,1200 CE - present (disputed)
മൃതസഞ്ജീവനി,मृतसञ्जीवनी,Sanskrit,1500 BCE - present (liturgical/classical)
ദ്രവണാങ്കം,ദ്രവണ,Malayalam,1200 CE - present (disputed)
ദ്രവണാങ്കം,അങ്കം,Malayalam,1200 CE - present (disputed)
കാലുറ,കാല്,Malayalam,1200 CE - present (disputed)
കാലുറ,ഉറ,Malayalam,1200 CE - present (disputed)
പ്രമീള,प्रमीला,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രമുഖം,प्रमुख,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രമുഖ,प्रमुख,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രസന്ന,प्रसन्न,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രവചനം,प्रवचन,Sanskrit,1500 BCE - present (liturgical/classical)
ബ്രഹ്മപുത്ര,ब्रह्मपुत्र ,Sanskrit,1500 BCE - present (liturgical/classical)
ശലഭം,शलभ,Sanskrit,1500 BCE - present (liturgical/classical)
ചിത്രശലഭം,ചിത്ര,Malayalam,1200 CE - present (disputed)
ചിത്രശലഭം,ശലഭം,Malayalam,1200 CE - present (disputed)
നിശാശലഭം,നിശ,Malayalam,1200 CE - present (disputed)
നിശാശലഭം,ശലഭം,Malayalam,1200 CE - present (disputed)
അനന്തരഫലം,അനന്തര,Malayalam,1200 CE - present (disputed)
അനന്തരഫലം,ഫലം,Malayalam,1200 CE - present (disputed)
അർദ്ധരാത്രി,അർദ്ധ,Malayalam,1200 CE - present (disputed)
അർദ്ധരാത്രി,രാത്രി,Malayalam,1200 CE - present (disputed)
ഇടനേരം,ഇടം,Malayalam,1200 CE - present (disputed)
ഇടനേരം,നേരം,Malayalam,1200 CE - present (disputed)
സ്നാനം,स्नान,Sanskrit,1500 BCE - present (liturgical/classical)
കൂനകൂട്ടുക,കൂന,Malayalam,1200 CE - present (disputed)
കൂനകൂട്ടുക,കൂട്ടുക,Malayalam,1200 CE - present (disputed)
അണിചേരുക,അണി,Malayalam,1200 CE - present (disputed)
അണിചേരുക,ചേരുക,Malayalam,1200 CE - present (disputed)
അംഗഭംഗം,അംഗ,Malayalam,1200 CE - present (disputed)
അംഗഭംഗം,ഭംഗം,Malayalam,1200 CE - present (disputed)
അംഗരക്ഷകൻ,അംഗ,Malayalam,1200 CE - present (disputed)
അംഗരക്ഷകൻ,രക്ഷകൻ,Malayalam,1200 CE - present (disputed)
അംഗലാവണ്യം,അംഗ,Malayalam,1200 CE - present (disputed)
അംഗലാവണ്യം,ലാവണ്യം,Malayalam,1200 CE - present (disputed)
അംഗവൈകല്യം,അംഗ,Malayalam,1200 CE - present (disputed)
അംഗവൈകല്യം,വൈകല്യം,Malayalam,1200 CE - present (disputed)
അംഗവിഛേദനം,അംഗ,Malayalam,1200 CE - present (disputed)
അംഗവിഛേദനം,വിഛേദനം,Malayalam,1200 CE - present (disputed)
ഗ്രാമീണ,ग्रामीण,Sanskrit,1500 BCE - present (liturgical/classical)
തമ്മിൽത്തല്ല്,തമ്മിൽ,Malayalam,1200 CE - present (disputed)
തമ്മിൽത്തല്ല്,തല്ല്,Malayalam,1200 CE - present (disputed)
അടിപിടി,അടി,Malayalam,1200 CE - present (disputed)
അടിപിടി,പിടി,Malayalam,1200 CE - present (disputed)
കാഴ്ചപ്പെട്ടി,കാഴ്ച,Malayalam,1200 CE - present (disputed)
കാഴ്ചപ്പെട്ടി,പെട്ടി,Malayalam,1200 CE - present (disputed)
ചരക്കുവണ്ടി,ചരക്ക്,Malayalam,1200 CE - present (disputed)
ചരക്കുവണ്ടി,വണ്ടി,Malayalam,1200 CE - present (disputed)
ബിലായത്ത്,وَلاية,Arabic,600 CE - present
തിഥി,तिथि,Sanskrit,1500 BCE - present (liturgical/classical)
ആറുക,*āṯ-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ആറ്റുക,*āṯ-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ഓതുക,*ōtu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ബില്യൻ,billion,English,1550 CE - present
ക്വാഡ്രില്യൻ,quadrillion,English,1550 CE - present
മില്യൻ,million,English,1550 CE - present
ട്രില്യൻ,trillion,English,1550 CE - present
അരചൻ,राजन्,Sanskrit,1500 BCE - present (liturgical/classical)
ഗോഡൗൺ,gudang,Malay,not available
ഗോഡൗൺ,கிடங்கு,Tamil,300 BCE - present
അലുവ,حلوى,Arabic,600 CE - present
അലുവ,חלווה,Hebrew,900 BCE - 500 CE
ഹലുവ,حلوى,Arabic,600 CE - present
ഹലുവ,חלווה,Hebrew,900 BCE - 500 CE
കോടതി,court,English,1550 CE - present
കോടതി,corte,Portuguese,1516 CE - present
യാത്രയയപ്പ്,യാത്ര,Malayalam,1200 CE - present (disputed)
യാത്രയയപ്പ്,അയപ്പ്,Malayalam,1200 CE - present (disputed)
മുസ്ലിം പള്ളി,മുസ്ലിം,Malayalam,1200 CE - present (disputed)
മുസ്ലിം പള്ളി,പള്ളി,Malayalam,1200 CE - present (disputed)
അടിവസ്ത്രം,അടി,Malayalam,1200 CE - present (disputed)
അടിവസ്ത്രം,വസ്ത്രം,Malayalam,1200 CE - present (disputed)
ക്രിസ്ത്യൻ പള്ളി,ക്രിസ്ത്യൻ,Malayalam,1200 CE - present (disputed)
ക്രിസ്ത്യൻ പള്ളി,പള്ളി,Malayalam,1200 CE - present (disputed)
കബറ്,قبر,Arabic,600 CE - present
കബറ്,קבר,Hebrew,900 BCE - 500 CE
ഇടിവെട്ട്,ഇടി,Malayalam,1200 CE - present (disputed)
ഇടിവെട്ട്,വെട്ട്,Malayalam,1200 CE - present (disputed)
ഈന്തപ്പന,ഈന്ത,Malayalam,1200 CE - present (disputed)
ഈന്തപ്പന,പന,Malayalam,1200 CE - present (disputed)
ഈത്തപ്പഴം,ഈത്ത,Malayalam,1200 CE - present (disputed)
ഈത്തപ്പഴം,പഴം,Malayalam,1200 CE - present (disputed)
പ്രദക്ഷിണം,प्रदक्षिणा,Sanskrit,1500 BCE - present (liturgical/classical)
പരിക്രമണം,परिक्रमा,Sanskrit,1500 BCE - present (liturgical/classical)
നിബന്ധന,निबंधन,Sanskrit,1500 BCE - present (liturgical/classical)
ആശയക്കുഴപ്പം,ആശയ,Malayalam,1200 CE - present (disputed)
ആശയക്കുഴപ്പം,കുഴപ്പം,Malayalam,1200 CE - present (disputed)
സ്പർധ,स्पर्धा,Sanskrit,1500 BCE - present (liturgical/classical)
ഒമ്പതാം,ഒമ്പത്,Malayalam,1200 CE - present (disputed)
ഒമ്പതാം,-ആം,Malayalam,1200 CE - present (disputed)
ഒരുന്നൂറ്,ഒരു,Malayalam,1200 CE - present (disputed)
ഒരുന്നൂറ്,നൂറ്,Malayalam,1200 CE - present (disputed)
ശിക്ഷണം,शिक्षण,Sanskrit,1500 BCE - present (liturgical/classical)
പാർപ്പിടം,പാർപ്പ്,Malayalam,1200 CE - present (disputed)
പാർപ്പിടം,ഇടം,Malayalam,1200 CE - present (disputed)
മഠാധിപതി,മഠ,Malayalam,1200 CE - present (disputed)
മഠാധിപതി,അധിപതി,Malayalam,1200 CE - present (disputed)
സാഹചര്യം,साहचर्य,Sanskrit,1500 BCE - present (liturgical/classical)
കിന്റ്സുഗി,金継ぎ,Japanese,not available
അങ്ങേയറ്റം,അങ്ങേ,Malayalam,1200 CE - present (disputed)
അങ്ങേയറ്റം,അറ്റം,Malayalam,1200 CE - present (disputed)
ചങ്കുറപ്പ്,ചങ്ക്,Malayalam,1200 CE - present (disputed)
ചങ്കുറപ്പ്,ഉറപ്പ്,Malayalam,1200 CE - present (disputed)
മുഖാന്ധത,മുഖ,Malayalam,1200 CE - present (disputed)
മുഖാന്ധത,അന്ധത,Malayalam,1200 CE - present (disputed)
മുഖ,मुख,Sanskrit,1500 BCE - present (liturgical/classical)
ഒരാൾ,ഒരു,Malayalam,1200 CE - present (disputed)
ഒരാൾ,ആൾ,Malayalam,1200 CE - present (disputed)
ഒറ്റയാൾ,ഒറ്റ,Malayalam,1200 CE - present (disputed)
ഒറ്റയാൾ,ആൾ,Malayalam,1200 CE - present (disputed)
ഒറ്റപ്പദം,ഒറ്റ,Malayalam,1200 CE - present (disputed)
ഒറ്റപ്പദം,പദം,Malayalam,1200 CE - present (disputed)
ഒരൊറ്റ,ഒരു,Malayalam,1200 CE - present (disputed)
ഒരൊറ്റ,ഒറ്റ,Malayalam,1200 CE - present (disputed)
ഒരുപക്ഷേ,ഒരു,Malayalam,1200 CE - present (disputed)
ഒരുപക്ഷേ,പക്ഷേ,Malayalam,1200 CE - present (disputed)
ഓം,ॐ,Sanskrit,1500 BCE - present (liturgical/classical)
കക്ഷി,कक्ष,Sanskrit,1500 BCE - present (liturgical/classical)
കപടമായ,കപടം,Malayalam,1200 CE - present (disputed)
കപടമായ,ആയ,Malayalam,1200 CE - present (disputed)
സ്തുതി,स्तुति,Sanskrit,1500 BCE - present (liturgical/classical)
രണ്ടുതവണ,രണ്ട്,Malayalam,1200 CE - present (disputed)
രണ്ടുതവണ,തവണ,Malayalam,1200 CE - present (disputed)
ശൃംഖല,शृंखला,Sanskrit,1500 BCE - present (liturgical/classical)
പുണ്യനദി,പുണ്യ,Malayalam,1200 CE - present (disputed)
പുണ്യനദി,നദി,Malayalam,1200 CE - present (disputed)
പുണ്യഭൂമി,പുണ്യ,Malayalam,1200 CE - present (disputed)
പുണ്യഭൂമി,ഭൂമി,Malayalam,1200 CE - present (disputed)
പുണ്യകര്‍മ്മം,പുണ്യ,Malayalam,1200 CE - present (disputed)
പുണ്യകര്‍മ്മം,കര്‍മ്മം,Malayalam,1200 CE - present (disputed)
ദ്രോഹി,द्रोही,Sanskrit,1500 BCE - present (liturgical/classical)
ധിക്കാരി,धिक्कार,Sanskrit,1500 BCE - present (liturgical/classical)
അന്ത്യശ്വാസം വലിക്കുക,അന്ത്യശ്വാസം,Malayalam,1200 CE - present (disputed)
അന്ത്യശ്വാസം വലിക്കുക,വലിക്കുക,Malayalam,1200 CE - present (disputed)
മൂർത്തി,मूर्ति,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രതിമ,प्रतिमा,Sanskrit,1500 BCE - present (liturgical/classical)
പാവകളി,പാവ,Malayalam,1200 CE - present (disputed)
പാവകളി,കളി,Malayalam,1200 CE - present (disputed)
ചിത്രശാല,ചിത്ര,Malayalam,1200 CE - present (disputed)
ചിത്രശാല,ശാല,Malayalam,1200 CE - present (disputed)
ശീതളപാനീയം,ശീതള,Malayalam,1200 CE - present (disputed)
ശീതളപാനീയം,പാനീയം,Malayalam,1200 CE - present (disputed)
പ്രണയഗാനം,പ്രണയ,Malayalam,1200 CE - present (disputed)
പ്രണയഗാനം,ഗാനം,Malayalam,1200 CE - present (disputed)
പ്രണയ,प्रणय,Sanskrit,1500 BCE - present (liturgical/classical)
സ്ഖലനം,स्खलन,Sanskrit,1500 BCE - present (liturgical/classical)
വിവേക്,विवेक,Sanskrit,1500 BCE - present (liturgical/classical)
ധർമ്മം,धर्म,Sanskrit,1500 BCE - present (liturgical/classical)
മസ്തിഷ്‌കമരണം,മസ്തിഷ്‌ക,Malayalam,1200 CE - present (disputed)
മസ്തിഷ്‌കമരണം,മരണം,Malayalam,1200 CE - present (disputed)
ആന്തരികാസ്ഥികൂടം,ആന്തരിക,Malayalam,1200 CE - present (disputed)
ആന്തരികാസ്ഥികൂടം,അസ്ഥികൂടം,Malayalam,1200 CE - present (disputed)
അന്തഃസ്രവവിജ്ഞാനീയം,അന്തഃസ്രവ,Malayalam,1200 CE - present (disputed)
അന്തഃസ്രവവിജ്ഞാനീയം,വിജ്ഞാനീയം,Malayalam,1200 CE - present (disputed)
വജ്രായുധം,वज्रायुध,Sanskrit,1500 BCE - present (liturgical/classical)
വജ്രായുധം,വജ്ര,Malayalam,1200 CE - present (disputed)
വജ്രായുധം,ആയുധം,Malayalam,1200 CE - present (disputed)
കാക്കി,خاکی,Persian,1000 CE - present
കാക്കി,khaki,English,1550 CE - present
അടൽക്കളം,അടൽ,Malayalam,1200 CE - present (disputed)
അടൽക്കളം,കളം,Malayalam,1200 CE - present (disputed)
പടക്കളം,പട,Malayalam,1200 CE - present (disputed)
പടക്കളം,കളം,Malayalam,1200 CE - present (disputed)
യുദ്ധഭൂമി,പട,Malayalam,1200 CE - present (disputed)
യുദ്ധഭൂമി,ഭൂമി,Malayalam,1200 CE - present (disputed)
യുദ്ധരംഗം,യുദ്ധ,Malayalam,1200 CE - present (disputed)
യുദ്ധരംഗം,രംഗം,Malayalam,1200 CE - present (disputed)
കടത്തുതോണി,കടത്ത്,Malayalam,1200 CE - present (disputed)
കടത്തുതോണി,തോണി,Malayalam,1200 CE - present (disputed)
യുദ്ധക്കളം,യുദ്ധ,Malayalam,1200 CE - present (disputed)
യുദ്ധക്കളം,കളം,Malayalam,1200 CE - present (disputed)
കടത്തുവള്ളം,കടത്ത്,Malayalam,1200 CE - present (disputed)
കടത്തുവള്ളം,വള്ളം,Malayalam,1200 CE - present (disputed)
പടനിലം,പട,Malayalam,1200 CE - present (disputed)
പടനിലം,നിലം,Malayalam,1200 CE - present (disputed)
കണ്ണീർ വാതകം,tear,Malayalam,1200 CE - present (disputed)
കണ്ണീർ വാതകം,gas,Malayalam,1200 CE - present (disputed)
ജലപീരങ്കി,ജല,Malayalam,1200 CE - present (disputed)
ജലപീരങ്കി,പീരങ്കി,Malayalam,1200 CE - present (disputed)
ശീതയുദ്ധം,ശീത,Malayalam,1200 CE - present (disputed)
ശീതയുദ്ധം,യുദ്ധം,Malayalam,1200 CE - present (disputed)
മുഖ്യധാര,മുഖ്യ,Malayalam,1200 CE - present (disputed)
മുഖ്യധാര,ധാര,Malayalam,1200 CE - present (disputed)
കാവ്യനീതി,കാവ്യ,Malayalam,1200 CE - present (disputed)
കാവ്യനീതി,നീതി,Malayalam,1200 CE - present (disputed)
ഹൃദയഭേദകം,ഹൃദയ,Malayalam,1200 CE - present (disputed)
ഹൃദയഭേദകം,ഭേദകം,Malayalam,1200 CE - present (disputed)
കുറ്റമറ്റ,കുറ്റം,Malayalam,1200 CE - present (disputed)
കുറ്റമറ്റ,അറ്റ,Malayalam,1200 CE - present (disputed)
പുകമറ,പുക,Malayalam,1200 CE - present (disputed)
പുകമറ,മറ,Malayalam,1200 CE - present (disputed)
പക്ഷിപ്പനി,പക്ഷി,Malayalam,1200 CE - present (disputed)
പക്ഷിപ്പനി,പനി,Malayalam,1200 CE - present (disputed)
സഹായമേശ,സഹായ,Malayalam,1200 CE - present (disputed)
സഹായമേശ,മേശ,Malayalam,1200 CE - present (disputed)
നീലത്തിമിംഗിലം,നീല,Malayalam,1200 CE - present (disputed)
നീലത്തിമിംഗിലം,തിമിംഗിലം,Malayalam,1200 CE - present (disputed)
മാംസഭുക്ക്,മാംസം,Malayalam,1200 CE - present (disputed)
മാംസഭുക്ക്,ഭുക്ക്,Malayalam,1200 CE - present (disputed)
കടലാന,കടൽ,Malayalam,1200 CE - present (disputed)
കടലാന,ആന,Malayalam,1200 CE - present (disputed)
കാട്ടുപോത്ത്,കാട്ട്,Malayalam,1200 CE - present (disputed)
കാട്ടുപോത്ത്,പോത്ത്,Malayalam,1200 CE - present (disputed)
സ്ലോത്ത്,sloth,English,1550 CE - present
കാട്ടുപന്നി,കാട്ട്,Malayalam,1200 CE - present (disputed)
കാട്ടുപന്നി,പന്നി,Malayalam,1200 CE - present (disputed)
ആനത്തിമിംഗിലം,ആന,Malayalam,1200 CE - present (disputed)
ആനത്തിമിംഗിലം,തിമിംഗിലം,Malayalam,1200 CE - present (disputed)
മീർകാറ്റ്,meerkat,English,1550 CE - present
കൂരിരുട്ട്,കൂര്,Malayalam,1200 CE - present (disputed)
കൂരിരുട്ട്,ഇരുട്ട്,Malayalam,1200 CE - present (disputed)
മരപ്പട്ടി,മരം,Malayalam,1200 CE - present (disputed)
